Date,Close
12/13/2018,145.009995
12/14/2018,144.059998
12/17/2018,140.190002
12/18/2018,143.660004
12/19/2018,133.240005
12/20/2018,133.399994
12/21/2018,124.949997
12/24/2018,124.059998
12/26/2018,134.179993
12/27/2018,134.520004
12/28/2018,133.199997
12/31/2018,131.089996
1/2/2019,135.679993
1/3/2019,131.740005
1/4/2019,137.949997
1/7/2019,138.050003
1/8/2019,142.529999
1/9/2019,144.229996
1/10/2019,144.199997
1/11/2019,143.800003
1/14/2019,145.389999
1/15/2019,148.949997
1/16/2019,147.539993
1/17/2019,148.300003
1/18/2019,150.039993
1/22/2019,147.570007
1/23/2019,144.300003
1/24/2019,145.830002
1/25/2019,149.009995
1/28/2019,147.470001
1/29/2019,144.190002
1/30/2019,150.419998
1/31/2019,166.690002
2/1/2019,165.710007
2/4/2019,169.25
2/5/2019,171.160004
2/6/2019,170.490005
2/7/2019,166.380005
2/8/2019,167.330002
2/11/2019,165.789993
2/12/2019,165.039993
2/13/2019,164.070007
2/14/2019,163.949997
2/15/2019,162.5
2/19/2019,162.289993
2/20/2019,162.559998
2/21/2019,160.039993
2/22/2019,161.889999
2/25/2019,164.619995
2/26/2019,164.130005
2/27/2019,162.809998
2/28/2019,161.449997
3/1/2019,162.279999
3/4/2019,167.369995
3/5/2019,171.259995
3/6/2019,172.509995
3/7/2019,169.130005
3/8/2019,169.600006
3/11/2019,172.070007
3/12/2019,171.919998
3/13/2019,173.369995
3/14/2019,170.169998
3/15/2019,165.979996
3/18/2019,160.470001
3/19/2019,161.570007
3/20/2019,165.440002
3/21/2019,166.080002
3/22/2019,164.339996
3/25/2019,166.289993
3/26/2019,167.679993
3/27/2019,165.869995
3/28/2019,165.550003
3/29/2019,166.690002
4/1/2019,168.699997
4/2/2019,174.199997
4/3/2019,173.539993
4/4/2019,176.020004
4/5/2019,175.720001
4/8/2019,174.929993
4/9/2019,177.580002
4/10/2019,177.820007
4/11/2019,177.509995
4/12/2019,179.100006
4/15/2019,179.649994
4/16/2019,178.869995
4/17/2019,178.779999
4/18/2019,178.279999
4/22/2019,181.440002
4/23/2019,183.779999
4/24/2019,182.580002
4/25/2019,193.259995
4/26/2019,191.490005
4/29/2019,194.779999
4/30/2019,193.399994
5/1/2019,193.029999
5/2/2019,192.529999
5/3/2019,195.470001
5/6/2019,193.880005
5/7/2019,189.770004
5/8/2019,189.539993
5/9/2019,188.649994
5/10/2019,188.339996
5/13/2019,181.539993
5/14/2019,180.729996
5/15/2019,186.270004
5/16/2019,186.990005
5/17/2019,185.300003
5/20/2019,182.720001
5/21/2019,184.820007
5/22/2019,185.320007
5/23/2019,180.869995
5/24/2019,181.059998
5/28/2019,184.309998
5/29/2019,182.190002
5/30/2019,183.009995
5/31/2019,177.470001
6/3/2019,164.149994
6/4/2019,167.5
6/5/2019,168.169998
6/6/2019,168.330002
6/7/2019,173.350006
6/10/2019,174.820007
6/11/2019,178.100006
6/12/2019,175.039993
6/13/2019,177.470001
6/14/2019,181.330002
6/17/2019,189.009995
6/18/2019,188.470001
6/19/2019,187.479996
6/20/2019,189.529999
6/21/2019,191.139999
6/24/2019,192.600006
6/25/2019,188.839996
6/26/2019,187.660004
6/27/2019,189.5
6/28/2019,193
7/1/2019,193
7/2/2019,195
7/3/2019,197.199997
7/5/2019,196.399994
7/8/2019,195.759995
7/9/2019,199.210007
7/10/2019,202.729996
7/11/2019,201.229996
7/12/2019,204.869995
7/15/2019,203.910004
7/16/2019,203.839996
7/17/2019,201.800003
7/18/2019,200.779999
7/19/2019,198.360001
7/22/2019,202.320007
7/23/2019,202.360001
7/24/2019,204.660004
7/25/2019,200.710007
7/26/2019,199.75
7/29/2019,195.940002
7/30/2019,197.039993
7/31/2019,194.229996
8/1/2019,192.729996
8/2/2019,189.020004
8/5/2019,181.729996
8/6/2019,184.509995
8/7/2019,185.149994
8/8/2019,190.160004
8/9/2019,187.850006
8/12/2019,185.369995
8/13/2019,188.449997
8/14/2019,179.710007
8/15/2019,182.589996
8/16/2019,183.699997
8/19/2019,186.169998
8/20/2019,183.809998
8/21/2019,183.550003
8/22/2019,182.039993
8/23/2019,177.75
8/26/2019,180.360001
8/27/2019,181.300003
8/28/2019,181.759995
8/29/2019,185.570007
8/30/2019,185.669998
9/3/2019,182.389999
9/4/2019,187.139999
9/5/2019,190.899994
9/6/2019,187.490005
9/9/2019,188.759995
9/10/2019,186.169998
9/11/2019,188.490005
9/12/2019,187.470001
9/13/2019,187.190002
9/16/2019,186.220001
9/17/2019,188.080002
9/18/2019,188.139999
9/19/2019,190.139999
9/20/2019,189.929993
9/23/2019,186.820007
9/24/2019,181.279999
9/25/2019,182.800003
9/26/2019,180.110001
9/27/2019,177.100006
9/30/2019,178.080002
10/1/2019,175.809998
10/2/2019,174.600006
10/3/2019,179.380005
10/4/2019,180.449997
10/7/2019,179.679993
10/8/2019,177.75
10/9/2019,179.850006
10/10/2019,180.029999
10/11/2019,184.190002
10/14/2019,183.279999
10/15/2019,188.889999
10/16/2019,189.550003
10/17/2019,190.389999
10/18/2019,185.850006
10/21/2019,189.759995
10/22/2019,182.339996
10/23/2019,186.149994
10/24/2019,186.380005
10/25/2019,187.889999
10/28/2019,189.399994
10/29/2019,189.309998
10/30/2019,188.25
10/31/2019,191.649994
11/1/2019,193.619995
11/4/2019,194.720001
11/5/2019,194.320007
11/6/2019,191.550003
11/7/2019,190.419998
11/8/2019,190.839996
11/11/2019,189.610001
11/12/2019,194.470001
11/13/2019,193.190002
11/14/2019,193.149994
11/15/2019,195.100006
11/18/2019,197.399994
11/19/2019,199.320007
11/20/2019,197.509995
11/21/2019,197.929993
11/22/2019,198.820007
11/25/2019,199.789993
11/26/2019,198.970001
11/27/2019,202
11/29/2019,201.639999
12/2/2019,199.699997
12/3/2019,198.820007
12/4/2019,198.710007
12/5/2019,199.360001
12/6/2019,201.050003
12/9/2019,201.339996
12/10/2019,200.869995
12/11/2019,202.259995
12/12/2019,196.75
12/13/2019,194.110001
12/16/2019,197.919998
12/17/2019,198.389999
12/18/2019,202.5
12/19/2019,206.059998
12/20/2019,206.300003
12/23/2019,206.179993
12/24/2019,205.119995
12/26/2019,207.789993
12/27/2019,208.100006
12/30/2019,204.410004
12/31/2019,205.25
1/2/2020,209.779999
1/3/2020,208.669998
1/6/2020,212.600006
1/7/2020,213.059998
1/8/2020,215.220001
1/9/2020,218.300003
1/10/2020,218.059998
1/13/2020,221.910004
1/14/2020,219.059998
1/15/2020,221.149994
1/16/2020,221.770004
1/17/2020,222.139999
1/21/2020,221.440002
1/22/2020,221.320007
1/23/2020,219.759995
1/24/2020,217.940002
1/27/2020,214.869995
1/28/2020,217.789993
1/29/2020,223.229996
1/30/2020,209.529999
1/31/2020,201.910004
2/3/2020,204.190002
2/4/2020,209.830002
2/5/2020,210.110001
2/6/2020,210.850006
2/7/2020,212.330002
2/10/2020,213.059998
2/11/2020,207.190002
2/12/2020,210.759995
2/13/2020,213.139999
2/14/2020,214.179993
2/18/2020,217.800003
2/19/2020,217.490005
2/20/2020,214.580002
2/21/2020,210.179993
2/24/2020,200.720001
2/25/2020,196.770004
2/26/2020,197.199997
2/27/2020,189.75
2/28/2020,192.470001
3/2/2020,196.440002
3/3/2020,185.889999
3/4/2020,191.759995
3/5/2020,185.169998
3/6/2020,181.089996
3/9/2020,169.5
3/10/2020,178.190002
3/11/2020,170.240005
3/12/2020,154.470001
3/13/2020,170.279999
3/16/2020,146.009995
3/17/2020,149.419998
3/18/2020,146.960007
3/19/2020,153.130005
3/20/2020,149.729996
3/23/2020,148.100006
3/24/2020,160.979996
3/25/2020,156.210007
3/26/2020,163.339996
3/27/2020,156.789993
3/30/2020,165.949997
3/31/2020,166.800003
4/1/2020,159.600006
4/2/2020,158.190002
4/3/2020,154.179993
4/6/2020,165.550003
4/7/2020,168.830002
4/8/2020,174.279999
4/9/2020,175.190002
4/13/2020,174.789993
4/14/2020,178.169998
4/15/2020,176.970001
4/16/2020,176.25
4/17/2020,179.240005
4/20/2020,178.240005
4/21/2020,170.800003
4/22/2020,182.279999
4/23/2020,185.130005
4/24/2020,190.070007
4/27/2020,187.5
4/28/2020,182.910004
4/29/2020,194.190002
4/30/2020,204.710007
5/1/2020,202.270004
5/4/2020,205.259995
5/5/2020,207.070007
5/6/2020,208.470001
5/7/2020,211.259995
5/8/2020,212.350006
5/11/2020,213.179993
5/12/2020,210.100006
5/13/2020,205.100006
5/14/2020,206.809998
5/15/2020,210.880005
5/18/2020,213.190002
5/19/2020,216.880005
5/20/2020,229.970001
5/21/2020,231.389999
5/22/2020,234.910004
5/26/2020,232.199997
5/27/2020,229.139999
5/28/2020,225.460007
5/29/2020,225.089996
6/1/2020,231.910004
6/2/2020,232.720001
6/3/2020,230.160004
6/4/2020,226.289993
6/5/2020,230.770004
6/8/2020,231.399994
6/9/2020,238.669998
6/10/2020,236.729996
6/11/2020,224.429993
6/12/2020,228.580002
6/15/2020,232.5
6/16/2020,235.649994
6/17/2020,235.529999
6/18/2020,235.940002
6/19/2020,238.789993
6/22/2020,239.220001
6/23/2020,242.240005
6/24/2020,234.020004
6/25/2020,235.679993
6/26/2020,216.080002
6/29/2020,220.639999
6/30/2020,227.070007
7/1/2020,237.550003
7/2/2020,233.419998
7/6/2020,240.279999
7/7/2020,240.860001
7/8/2020,243.580002
7/9/2020,244.5
7/10/2020,245.070007
7/13/2020,239
7/14/2020,239.729996
7/15/2020,240.279999
7/16/2020,240.929993
7/17/2020,242.029999
7/20/2020,245.419998
7/21/2020,241.75
7/22/2020,239.869995
7/23/2020,232.600006
7/24/2020,230.710007
7/27/2020,233.5
7/28/2020,230.119995
7/29/2020,233.289993
7/30/2020,234.5
7/31/2020,253.669998
8/3/2020,251.960007
8/4/2020,249.830002
8/5/2020,249.119995
8/6/2020,265.279999
8/7/2020,268.440002
8/10/2020,263
8/11/2020,256.130005
8/12/2020,259.890015
8/13/2020,261.299988
8/14/2020,261.23999
8/17/2020,261.160004
8/18/2020,262.339996
8/19/2020,262.589996
8/20/2020,269.01001
8/21/2020,267.01001
8/24/2020,271.390015
8/25/2020,280.820007
8/26/2020,303.910004
8/27/2020,293.220001
8/28/2020,293.660004
8/31/2020,293.200012
9/1/2020,295.440002
9/2/2020,302.5
9/3/2020,291.119995
9/4/2020,282.730011
9/8/2020,271.160004
9/9/2020,273.720001
9/10/2020,268.089996
9/11/2020,266.609985
9/14/2020,266.149994
9/15/2020,272.420013
9/16/2020,263.519989
9/17/2020,254.820007
9/18/2020,252.529999
9/21/2020,248.149994
9/22/2020,254.75
9/23/2020,249.020004
9/24/2020,249.529999
9/25/2020,254.820007
9/28/2020,256.820007
9/29/2020,261.790009
9/30/2020,261.899994
10/1/2020,266.630005
10/2/2020,259.940002
10/5/2020,264.649994
10/6/2020,258.660004
10/7/2020,258.119995
10/8/2020,263.76001
10/9/2020,264.450012
