Date,Close
1/2/2018,36.169998
1/3/2018,37.310001
1/4/2018,38.099998
1/5/2018,41.139999
1/8/2018,40.759998
1/9/2018,40.880001
1/10/2018,40.84
1/11/2018,42.299999
1/12/2018,41.25
1/16/2018,39.32
1/17/2018,40.060001
1/18/2018,40.27
1/19/2018,42.560001
1/22/2018,45.290001
1/23/2018,45.009998
1/24/2018,44.32
1/25/2018,45.119999
1/26/2018,45.970001
1/29/2018,45.43
1/30/2018,45.52
1/31/2018,46.91
2/1/2018,44.450001
2/2/2018,43.610001
2/5/2018,41.02
2/6/2018,41.610001
2/7/2018,41.669998
2/8/2018,39.5
2/9/2018,39.57
2/12/2018,39.919998
2/13/2018,42.110001
2/14/2018,41.849998
2/15/2018,44.290001
2/16/2018,44.110001
2/20/2018,44.93
2/21/2018,44.099998
2/22/2018,44.900002
2/23/2018,44.860001
2/26/2018,46.549999
2/27/2018,45.91
2/28/2018,46.049999
3/1/2018,46.009998
3/2/2018,46.02
3/5/2018,50.419998
3/6/2018,49.599998
3/7/2018,50.720001
3/8/2018,52.25
3/9/2018,52.490002
3/12/2018,53.189999
3/13/2018,51.830002
3/14/2018,54.610001
3/15/2018,54.84
3/16/2018,54.889999
3/19/2018,54.580002
3/20/2018,57.689999
3/21/2018,57.09
3/22/2018,55.16
3/23/2018,51.669998
3/26/2018,53.549999
3/27/2018,51.060001
3/28/2018,47.389999
3/29/2018,49.200001
4/2/2018,47.68
4/3/2018,47.580002
4/4/2018,47.669998
4/5/2018,48.02
4/6/2018,45.869999
4/9/2018,45.889999
4/10/2018,47.799999
4/11/2018,47.759998
4/12/2018,49.689999
4/13/2018,47.5
4/16/2018,47.029999
4/17/2018,49.130001
4/18/2018,51.380001
4/19/2018,50.630001
4/20/2018,51.459999
4/23/2018,50.349998
4/24/2018,46.009998
4/25/2018,44.75
4/26/2018,46.740002
4/27/2018,47.57
4/30/2018,47.34
5/1/2018,48.200001
5/2/2018,48.66
5/3/2018,49.209999
5/4/2018,49.099998
5/7/2018,51.119999
5/8/2018,53.32
5/9/2018,54.259998
5/10/2018,54.650002
5/11/2018,54.73
5/14/2018,54.279999
5/15/2018,54.650002
5/16/2018,56.59
5/17/2018,54.82
5/18/2018,55.040001
5/21/2018,56.389999
5/22/2018,54.630001
5/23/2018,55.09
5/24/2018,55.549999
